Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
638db31c416f0f5a184a9658,62ce9ed4011ec0c55fc13dd4,APPROVED,2022-12-05T09:00:15.490000Z,2022-12-05T09:05:45.727000Z,2022-12-05T12:47:27.646000,2022-12-05T09:05:46.060886Z,331,C648PKXQ,184,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db31e09d0a7623a722ce4,5e14c068ed1b3b000cf0e3c7,APPROVED,2022-12-05T09:00:18.084000Z,2022-12-05T09:04:43.832000Z,2022-12-05T12:47:27.751000,2022-12-05T09:04:44.187983Z,266,C648PKXQ,722,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db31f141cbcac3562413f,637f7d25be330a69e0a55365,APPROVED,2022-12-05T09:00:45.198000Z,2022-12-05T09:15:03.790000Z,2022-12-05T12:47:27.858000,2022-12-05T09:15:04.153016Z,859,637f7d25be330a69e0a55365@email.prolific.co,20,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db32208a672744df924df,5e1ce5942923360769c7af3a,APPROVED,2022-12-05T09:00:44.537000Z,2022-12-05T09:13:15.469000Z,2022-12-05T12:47:27.980000,2022-12-05T09:13:15.900082Z,751,C648PKXQ,1156,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db329141d13fe61fd3abd,5ea1a4df991e2406971f11af,APPROVED,2022-12-05T09:00:28.391000Z,2022-12-05T09:05:04.846000Z,2022-12-05T12:47:28.082000,2022-12-05T09:05:05.209290Z,277,C648PKXQ,1003,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db32a5523d0033fbf2fd4,59d3ef2c078dbe000195117f,APPROVED,2022-12-05T09:00:30.425000Z,2022-12-05T09:07:27.033000Z,2022-12-05T12:47:28.187000,2022-12-05T09:07:27.466321Z,417,C648PKXQ,1878,48,Female,White,Ireland,United Kingdom,Ireland,English,No,Full-Time
638db33492718e3e3d98fabd,60886f033e4f5c214da0c898,APPROVED,2022-12-05T09:01:20.988000Z,2022-12-05T09:09:58.016000Z,2022-12-05T12:47:28.299000,2022-12-05T09:09:58.465477Z,518,C648PKXQ,786,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db336fa0cf66b54fd3aca,630be3605287a0f49b87c709,APPROVED,2022-12-05T09:00:43.859000Z,2022-12-05T09:18:57.371000Z,2022-12-05T12:47:28.412000,2022-12-05T09:18:57.698990Z,1094,C648PKXQ,180,72,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db339ac4a3b8c32442eef,60de3c34940c209d729e32b8,APPROVED,2022-12-05T09:00:52.797000Z,2022-12-05T09:08:29.717000Z,2022-12-05T12:47:28.522000,2022-12-05T09:08:30.058955Z,457,C648PKXQ,877,52,Male,White,Australia,United Kingdom,United Kingdom,English,No,Full-Time
638db33b16d3960c42889c0d,5c3e32cd9ef99e00016a6f59,APPROVED,2022-12-05T09:00:46.250000Z,2022-12-05T09:13:41.414000Z,2022-12-05T12:47:28.633000,2022-12-05T09:13:41.750017Z,776,C648PKXQ,1140,41,Female,White,Poland,United Kingdom,Poland,Polish,No,Full-Time
638db33d3aa396943a9875db,5e4338aa9293781d471ed10d,APPROVED,2022-12-05T09:00:48.766000Z,2022-12-05T09:27:46.478000Z,2022-12-05T12:47:28.739000,2022-12-05T09:27:46.820204Z,1618,C648PKXQ,955,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db367d20eb704d17c0e0e,5f033543945c554f816f6ad7,APPROVED,2022-12-05T09:07:03.313000Z,2022-12-05T09:15:31.486000Z,2022-12-05T12:47:28.846000,2022-12-05T09:15:31.810406Z,509,C648PKXQ,844,48,Female,Asian,DATA_EXPIRED,United Kingdom,DATA_EXPIRED,English,No,DATA_EXPIRED
638db36b3ea129be536f0fbd,5c8b65c3e65fc600177b4a1a,APPROVED,2022-12-05T09:01:31.053000Z,2022-12-05T09:08:40.866000Z,2022-12-05T12:47:28.952000,2022-12-05T09:08:41.256343Z,430,C648PKXQ,1125,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db37a49793690e278feae,5df6c8bd77f8654c718ee1d9,APPROVED,2022-12-05T09:01:50.682000Z,2022-12-05T09:08:06.631000Z,2022-12-05T12:47:29.066000,2022-12-05T09:08:07.025192Z,376,C648PKXQ,920,48,Male,White,Spain,United Kingdom,Spain,Spanish,No,Full-Time
638db3a8fbd3698a6203764d,6327351e2d98989b8e5d071a,APPROVED,2022-12-05T09:02:37.434000Z,2022-12-05T09:15:21.909000Z,2022-12-05T12:47:29.191000,2022-12-05T09:15:22.243113Z,765,C648PKXQ,78,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db3ad09dc59691bbf2fca,5d9b4d9d6cb1870018ba1a27,APPROVED,2022-12-05T09:02:39.793000Z,2022-12-05T09:09:55.416000Z,2022-12-05T12:47:29.302000,2022-12-05T09:09:55.986905Z,436,C648PKXQ,984,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
638db3b73ea129be536f0fc5,5c5346b553fba80001bc9662,APPROVED,2022-12-05T09:02:54.673000Z,2022-12-05T09:13:15.437000Z,2022-12-05T12:47:29.408000,2022-12-05T09:13:15.804903Z,621,C648PKXQ,1106,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db3bcdaded0219d037671,5a46d551b77a5000014a8ce9,APPROVED,2022-12-05T09:07:50.743000Z,2022-12-05T09:15:42.383000Z,2022-12-05T12:47:29.511000,2022-12-05T09:15:42.763316Z,472,C648PKXQ,923,25,Female,White,United Kingdom,United Kingdom,Ireland,English,Yes,Part-Time
638db3bd904ffb5029722cc9,5f75a669c9ebb3229be4a8db,APPROVED,2022-12-05T09:02:59.213000Z,2022-12-05T09:15:31.928000Z,2022-12-05T12:47:29.613000,2022-12-05T09:15:32.258801Z,753,C648PKXQ,1025,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db3c715e8d84465987558,603ceb8f82d6b0a88e6cb99a,APPROVED,2022-12-05T09:03:07.483000Z,2022-12-05T09:07:16.104000Z,2022-12-05T12:47:29.718000,2022-12-05T09:07:16.448244Z,249,C648PKXQ,653,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db3cc4a9456cc2bccdc5b,62dad76aa77f5041d2808228,APPROVED,2022-12-05T09:03:12.981000Z,2022-12-05T09:11:40.635000Z,2022-12-05T12:47:29.831000,2022-12-05T09:11:41.071399Z,508,C648PKXQ,251,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db3dfb116a7fbd8f8c1ed,5a9e9fc46219a30001f54994,APPROVED,2022-12-05T09:03:37.604000Z,2022-12-05T09:13:38.737000Z,2022-12-05T12:47:29.933000,2022-12-05T09:13:39.310224Z,602,C648PKXQ,1368,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db3e1a3c0523863f29cdc,62aa1fefabb116cb465a45fc,APPROVED,2022-12-05T09:03:36.482000Z,2022-12-05T09:10:07.001000Z,2022-12-05T12:47:30.047000,2022-12-05T09:10:07.389354Z,391,C648PKXQ,255,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db3e6e60ef3c469bf2fc0,5a3c0b842f91ec0001dc9bb4,APPROVED,2022-12-05T09:03:39.615000Z,2022-12-05T09:16:00.183000Z,2022-12-05T12:47:30.152000,2022-12-05T09:16:00.562520Z,741,C648PKXQ,1376,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db3ede77b38d3daef5202,5a8d59b2ae9a0b0001aa30b3,APPROVED,2022-12-05T09:03:45.283000Z,2022-12-05T09:13:15.231000Z,2022-12-05T12:47:30.255000,2022-12-05T09:13:15.709310Z,570,C648PKXQ,1098,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db3f34f0fd57e8298faa6,5a521328ac56240001535ff5,APPROVED,2022-12-05T09:03:50.516000Z,2022-12-05T09:10:21.900000Z,2022-12-05T12:47:30.371000,2022-12-05T09:10:22.253486Z,392,C648PKXQ,591,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db3fbb93cf9e3c66f0fe8,62fbf659137c73bdbd55606d,APPROVED,2022-12-05T09:03:59.479000Z,2022-12-05T09:25:35.049000Z,2022-12-05T12:47:30.484000,2022-12-05T09:25:35.450526Z,1296,C648PKXQ,72,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db4024f6d23e16460fbaa,59e675a6c0d35a00012951ce,APPROVED,2022-12-05T09:04:22.376000Z,2022-12-06T14:12:33.942000Z,2022-12-06T14:12:34.232000Z,,104892,Manual Completion,732,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
638db402c2cf9ab263fd3ab9,5b1d8c8988ee7400012b2730,APPROVED,2022-12-05T09:09:15.717000Z,2022-12-05T09:32:06.820000Z,2022-12-05T12:47:30.590000,2022-12-05T09:32:07.276046Z,1372,C648PKXQ,626,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db4041c11c8bba8f8c21f,6290d31f19515090b1e92b5e,APPROVED,2022-12-05T09:04:30.950000Z,2022-12-05T09:10:38.287000Z,2022-12-05T12:47:30.697000,2022-12-05T09:10:38.744892Z,368,C648PKXQ,328,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db404feec72da747c0e29,62ecf5e0f62cf8c5712b3433,APPROVED,2022-12-05T09:04:07.973000Z,2022-12-05T09:12:27.435000Z,2022-12-05T12:47:30.811000,2022-12-05T09:12:27.850754Z,500,C648PKXQ,52,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db407460e494cd8889c52,6266b7c4afe8a0ff03ca1f53,APPROVED,2022-12-05T09:04:07.352000Z,2022-12-05T09:16:29.698000Z,2022-12-05T12:47:30.924000,2022-12-05T09:16:30.089658Z,743,C648PKXQ,432,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db4353860b60ab86f0fab,5adda6e5dee8590001b03397,APPROVED,2022-12-05T09:04:58.239000Z,2022-12-05T09:14:56.183000Z,2022-12-05T12:47:31.029000,2022-12-05T09:14:56.591280Z,598,C648PKXQ,761,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db437b4f30ef443f29ce5,634d7646e7818f431b130df4,APPROVED,2022-12-05T09:05:47.156000Z,2022-12-05T09:13:57.892000Z,2022-12-05T12:47:31.137000,2022-12-05T09:13:58.262201Z,491,C648PKXQ,37,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db43f784bafa564d83b89,5d837955f1038a001f8d4ed6,APPROVED,2022-12-05T09:05:06.413000Z,2022-12-05T09:10:54.948000Z,2022-12-05T12:47:31.264000,2022-12-05T09:10:55.322093Z,349,C648PKXQ,1045,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db44b1c11c8bba8f8c224,6294b77f8782497d0f35bd25,APPROVED,2022-12-05T09:05:17.902000Z,2022-12-05T09:09:26.614000Z,2022-12-05T12:47:31.383000,2022-12-05T09:09:27.220997Z,249,C648PKXQ,230,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
638db4546da5c6e346442eac,5efd22056ec55516587f32a6,APPROVED,2022-12-05T09:05:28.500000Z,2022-12-05T09:16:23.788000Z,2022-12-05T12:47:31.489000,2022-12-05T09:16:24.123754Z,656,C648PKXQ,1446,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
638db4564a6c7ecab11b79ec,6381ef78b1a4963aad7e8d52,APPROVED,2022-12-05T09:05:40.341000Z,2022-12-05T09:26:54.226000Z,2022-12-05T12:47:31.608000,2022-12-05T09:26:54.585422Z,1274,C648PKXQ,11,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db45b260e0b67297c0e30,5fcfb1fe79b8060e0662270a,APPROVED,2022-12-05T09:05:34.707000Z,2022-12-05T09:16:18.619000Z,2022-12-05T12:47:31.713000,2022-12-05T09:16:19.054541Z,644,C648PKXQ,764,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
638db45c7db599ba3ce2f023,62d133d8355730e56a6722dc,APPROVED,2022-12-05T09:07:26.543000Z,2022-12-05T09:17:17.713000Z,2022-12-05T12:47:31.825000,2022-12-05T09:17:18.085203Z,592,C648PKXQ,207,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db469db75a60ad49ed54e,62ab29bfb1c80887f36dfcf3,APPROVED,2022-12-05T09:05:50.393000Z,2022-12-05T09:15:43.698000Z,2022-12-05T12:47:31.933000,2022-12-05T09:15:44.040991Z,594,C648PKXQ,346,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db46c6da5c6e346442eb0,5ff57133a4d824d6e794ab48,APPROVED,2022-12-05T09:07:42.030000Z,2022-12-05T09:15:27.006000Z,2022-12-05T12:47:32.043000,2022-12-05T09:15:27.380089Z,465,C648PKXQ,996,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db493d598e442aa6240f5,595339f4ad2ce90001b88266,APPROVED,2022-12-05T09:06:30.910000Z,2022-12-05T09:11:21.135000Z,2022-12-05T12:47:32.142000,2022-12-05T09:11:21.471669Z,291,C648PKXQ,1158,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db4a45bb8ef9b254a967e,5fcead109898cb1466641f65,APPROVED,2022-12-05T09:06:47.704000Z,2022-12-05T09:20:52.958000Z,2022-12-05T12:47:32.241000,2022-12-05T09:20:53.375703Z,846,C648PKXQ,540,43,Male,White,Hungary,United Kingdom,Hungary,Hungarian,No,Full-Time
638db4a49b949a988d98fa44,61fa9085d42cb19beec4915d,APPROVED,2022-12-05T09:07:55.591000Z,2022-12-05T09:16:17.115000Z,2022-12-05T12:47:32.346000,2022-12-05T09:16:17.456137Z,502,C648PKXQ,641,19,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
638db4a7dee3b1454f57ed78,5cc06e622413ca0017f2cdd8,APPROVED,2022-12-05T09:06:54.207000Z,2022-12-05T09:13:40.479000Z,2022-12-05T12:47:32.461000,2022-12-05T09:13:40.899582Z,407,C648PKXQ,718,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
638db4ad54cac43809722cbb,5e7def6e3a915c48aa9d3209,APPROVED,2022-12-05T09:06:56.647000Z,2022-12-05T09:14:40.134000Z,2022-12-05T12:47:32.567000,2022-12-05T09:14:40.470873Z,464,C648PKXQ,966,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db4b33f8c3fcf0ce2f048,61710fd6050c1c9b3c3e6349,APPROVED,2022-12-05T09:07:02.491000Z,2022-12-05T09:16:49.053000Z,2022-12-05T12:47:32.674000,2022-12-05T09:16:49.619034Z,587,C648PKXQ,810,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db4c1ee4f6e84d01b7987,5b91494498530500014c1fcd,APPROVED,2022-12-05T09:07:17.460000Z,2022-12-05T09:16:43.578000Z,2022-12-05T12:47:32.797000,2022-12-05T09:16:43.968916Z,567,C648PKXQ,1465,68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db4cfd2f8c28e6cccdc57,62a103f969f9ab4f9722da51,APPROVED,2022-12-05T09:07:44.169000Z,2022-12-05T09:12:33.237000Z,2022-12-05T12:47:32.897000,2022-12-05T09:12:33.651754Z,290,C648PKXQ,157,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db4e21e4a0277c3ef5232,6268f4810cd59e084565cfef,APPROVED,2022-12-05T09:07:50.869000Z,2022-12-05T09:18:08.765000Z,2022-12-05T12:47:33.009000,2022-12-05T09:18:09.215372Z,618,C648PKXQ,326,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db4e6784bafa564d83b93,58f4a7947b2e410001c2edde,APPROVED,2022-12-05T09:07:53.600000Z,2022-12-05T09:17:44.819000Z,2022-12-05T12:47:33.112000,2022-12-05T09:17:45.287983Z,592,C648PKXQ,2137,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db4ed0ebc2c56561b7976,5d2e3cdf6835130001aa16f0,APPROVED,2022-12-05T09:08:14.577000Z,2022-12-05T09:22:38.646000Z,2022-12-05T12:47:33.214000,2022-12-05T09:22:39.057906Z,865,C648PKXQ,1173,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db4f3d20eb704d17c0e2d,6121ef6ae0e3a6085e8fd707,APPROVED,2022-12-05T09:08:06.906000Z,2022-12-05T09:14:11.736000Z,2022-12-05T12:47:33.319000,2022-12-05T09:14:12.161188Z,365,C648PKXQ,608,38,Female,White,Germany,United Kingdom,United Kingdom,English,Yes,Full-Time
638db4ff284f3413ba488622,61446a1ecda939d3c22d9787,APPROVED,2022-12-05T09:08:19.114000Z,2022-12-05T09:14:36.962000Z,2022-12-05T12:47:33.423000,2022-12-05T09:14:37.272260Z,378,C648PKXQ,832,27,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db50f3e3d2095bc182ea5,596155a998cf77000106f8d8,APPROVED,2022-12-05T09:08:34.740000Z,2022-12-05T09:23:11.255000Z,2022-12-05T12:47:33.527000,2022-12-05T09:23:12.041598Z,877,C648PKXQ,2329,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db5114f0fd57e8298fabd,5a7094c4f660ae0001a98bd5,APPROVED,2022-12-05T09:08:35.170000Z,2022-12-05T09:13:04.639000Z,2022-12-05T12:47:33.864000,2022-12-05T09:13:04.999521Z,270,C648PKXQ,667,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
638db518117616416a722cc7,602d42c89dc5357103601252,APPROVED,2022-12-05T09:08:46.466000Z,2022-12-05T09:21:16.387000Z,2022-12-05T12:47:33.972000,2022-12-05T09:21:16.798487Z,750,C648PKXQ,507,28,Female,Black,Jamaica,United Kingdom,United Kingdom,English,No,Full-Time
638db51cd2f8c28e6cccdc67,6310b3b209ed474f82b5a44d,APPROVED,2022-12-05T09:08:48.798000Z,2022-12-05T09:16:54.734000Z,2022-12-05T12:47:34.085000,2022-12-05T09:16:55.138552Z,486,C648PKXQ,140,24,Male,White,Poland,United Kingdom,Poland,Polish,No,Full-Time
638db5238a9669f86fd83b95,6306710aa6766730321f1259,APPROVED,2022-12-05T09:08:59.334000Z,2022-12-05T09:23:31.364000Z,2022-12-05T12:47:34.195000,2022-12-05T09:23:31.763826Z,873,C648PKXQ,143,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db523d20eb704d17c0e34,595a4437caff060001c0f176,APPROVED,2022-12-05T09:09:21.093000Z,2022-12-05T09:18:10.428000Z,2022-12-05T12:47:34.299000,2022-12-05T09:18:10.873191Z,530,C648PKXQ,487,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db546d42725cae843dc0f,59bb9e3a178f1b0001828b12,APPROVED,2022-12-05T09:09:29.078000Z,2022-12-05T09:20:42.874000Z,2022-12-05T12:47:34.405000,2022-12-05T09:20:43.274160Z,674,C648PKXQ,1786,79,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db54ad2f8c28e6cccdc6d,622e282986d38f7f8fb74e93,APPROVED,2022-12-05T09:09:35.786000Z,2022-12-05T09:27:04.132000Z,2022-12-05T12:47:34.523000,2022-12-05T09:27:04.493254Z,1049,C648PKXQ,290,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db54ee9e009b4579a6280,5ca183e45a47af00013463ab,APPROVED,2022-12-05T09:09:34.549000Z,2022-12-05T09:19:32.188000Z,2022-12-05T12:47:34.640000,2022-12-05T09:19:32.616719Z,598,C648PKXQ,1531,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db5536415f8b26d6f0fc7,5c5a093738e69b0001dd9343,APPROVED,2022-12-05T09:09:45.971000Z,2022-12-05T09:19:02.256000Z,2022-12-05T12:47:34.756000,2022-12-05T09:19:02.674756Z,557,C648PKXQ,591,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
638db5549e99502e807c0e2b,5e5012ec47808406305d6a0d,APPROVED,2022-12-05T09:09:45.654000Z,2022-12-05T09:20:38.108000Z,2022-12-05T12:47:34.862000,2022-12-05T09:20:38.458154Z,653,C648PKXQ,1341,59,Male,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time
638db5756415f8b26d6f0fca,5eac0b9a3617310432c834a1,APPROVED,2022-12-05T09:10:15.680000Z,2022-12-05T09:24:07.736000Z,2022-12-05T12:47:34.971000,2022-12-05T09:24:08.091416Z,833,C648PKXQ,1078,71,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db57b4a9456cc2bccdc68,5964ee31b752840001ca4ba4,APPROVED,2022-12-05T09:10:22.051000Z,2022-12-05T09:17:05.025000Z,2022-12-05T12:47:35.084000,2022-12-05T09:17:05.436235Z,403,C648PKXQ,2485,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db57d16374f21519a5aec,595f5d26b752840001ca4451,APPROVED,2022-12-05T09:10:24.990000Z,2022-12-05T09:26:54.863000Z,2022-12-05T12:47:35.185000,2022-12-05T09:26:55.343137Z,990,C648PKXQ,1119,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db5862dd6fce6d14a9667,5d1c9d39ff67e3000140ca87,APPROVED,2022-12-05T09:10:30.734000Z,2022-12-05T09:18:30.603000Z,2022-12-05T12:47:35.290000,2022-12-05T09:18:31.054215Z,480,C648PKXQ,1201,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
638db591f0819f269798fab5,60004394bd4b86052a667927,APPROVED,2022-12-05T09:10:46.107000Z,2022-12-05T09:29:44.812000Z,2022-12-05T12:47:35.393000,2022-12-05T09:29:45.198743Z,1139,C648PKXQ,691,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db59ed2f8c28e6cccdc76,5ea9a45308251a0bef40b8c3,APPROVED,2022-12-05T09:10:58.730000Z,2022-12-05T09:21:12.932000Z,2022-12-05T12:47:35.491000,2022-12-05T09:21:13.824188Z,615,C648PKXQ,644,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638db5a903f0b94e7143d598,60dd27004a74c325f5b22e17,APPROVED,2022-12-05T09:11:08.094000Z,2022-12-05T09:37:46.055000Z,2022-12-05T12:47:35.595000,2022-12-05T09:37:46.597531Z,1598,C648PKXQ,578,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db5ac1d12cf7caf60fbe5,600a97750a20c621b3d6d358,APPROVED,2022-12-05T09:11:08.074000Z,2022-12-05T09:20:11.601000Z,2022-12-05T12:47:35.697000,2022-12-05T09:20:12.109383Z,544,C648PKXQ,1025,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db5ae16d3960c42889c46,5eeb58ec4c86582a76ff55ec,APPROVED,2022-12-05T09:11:10.504000Z,2022-12-05T09:20:26.026000Z,2022-12-05T12:47:35.802000,2022-12-05T09:20:26.438590Z,556,C648PKXQ,820,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db5b40f008a21a09b3213,603836f34e3f321dbba51e02,APPROVED,2022-12-05T09:11:20.281000Z,2022-12-05T09:27:45.088000Z,2022-12-05T12:47:35.909000,2022-12-05T09:27:45.578226Z,985,C648PKXQ,572,53,Female,Asian,Pakistan,United Kingdom,Pakistan,Urdu,DATA_EXPIRED,DATA_EXPIRED
638db5cafbd3698a62037685,61112576c81c42b0409bd52a,APPROVED,2022-12-05T09:11:44.678000Z,2022-12-05T09:22:51.119000Z,2022-12-05T12:47:36.010000,2022-12-05T09:22:51.510038Z,667,C648PKXQ,534,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db5dd6da5c6e346442ece,5c00fefa4c14cf00019cc374,APPROVED,2022-12-05T09:12:00.616000Z,2022-12-05T09:16:09.681000Z,2022-12-05T12:47:36.130000,2022-12-05T09:16:10.150707Z,250,C648PKXQ,1607,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db5e6825f1c184760fbae,60eeb9d36a7364ce4723b8bd,APPROVED,2022-12-05T09:12:06.398000Z,2022-12-05T09:23:40.031000Z,2022-12-05T12:47:36.265000,2022-12-05T09:23:40.386651Z,694,C648PKXQ,595,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db5e9f6d932a772ef51fe,627e6f656a57cb79c6733243,APPROVED,2022-12-05T09:12:13.375000Z,2022-12-05T09:19:15.557000Z,2022-12-05T12:47:36.378000,2022-12-05T09:19:15.950213Z,423,C648PKXQ,284,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db5edd598e442aa624117,5ea55df76205ad53a793bc01,APPROVED,2022-12-05T09:12:22.350000Z,2022-12-05T09:19:15.267000Z,2022-12-05T12:47:36.482000,2022-12-05T09:19:15.627329Z,413,C648PKXQ,1452,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638db5f80fa2fd1c539a6271,54240de1fdf99b691fb383a8,APPROVED,2022-12-05T09:12:27.616000Z,2022-12-05T09:18:50.307000Z,2022-12-05T12:47:36.584000,2022-12-05T09:18:50.656973Z,383,C648PKXQ,2720,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638db5fe03719c508f07b738,62e54956b282b314d6fac945,APPROVED,2022-12-05T09:12:30.638000Z,2022-12-05T09:17:29.012000Z,2022-12-05T12:47:36.693000,2022-12-05T09:17:29.400063Z,299,C648PKXQ,199,27,Male,White,Romania,United Kingdom,Romania,Romanian,No,Unemployed (and job seeking)
638db5ffc5e92a55d1f29d0b,575d08ef85d90500061ef59b,APPROVED,2022-12-05T09:12:38.502000Z,2022-12-05T09:22:23.176000Z,2022-12-05T12:47:36.802000,2022-12-05T09:22:23.544650Z,585,C648PKXQ,926,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
